SNo,Year,State_UT,City,Road_Classification,Mode_of_Transport,Total_Accidents,Persons_Injured,Persons_Killed,Accident_Cause,Time_of_Accident,Road_Condition,Light_Condition,Weather_Condition,Injury_Severity,Junction_Type,Source
1338,2019,Puducherry,Puducherry,State Highway,Bicycle,2637,2518,717,Improper Lane Changing,21:00-24:00,Flooded,Daylight,Clear,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1339,2019,Sikkim,Sikkim,Other Roads,Truck/Lorry,4812,4550,420,Drunk Driving,09:00-12:00,Dry,Dusk/Dawn,Cloudy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1340,2020,Assam,Guwahati,Expressway,Pedestrian,11884,27850,3862,Fatigue/Sleep,18:00-21:00,Wet,Dark - No Street Light,Foggy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1341,2019,Dadra & Nagar Haveli,Dadra & Nagar Haveli,City Roads,Pedestrian,3532,6533,642,Improper Lane Changing,00:00-06:00,Dry,Dusk/Dawn,Rainy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1342,2019,Chhattisgarh,Durg,National Highway,Car/Jeep/Taxi,10838,14117,1991,Poor Weather Visibility,06:00-09:00,Flooded,Dark - Street Light On,Cloudy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1343,2019,Telangana,Karimnagar,State Highway,Auto-Rickshaw,10265,22450,3050,Use of Mobile Phone,18:00-21:00,Under Repair,Dusk/Dawn,Foggy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
1344,2019,Himachal Pradesh,Himachal Pradesh,Expressway,Pedestrian,588,1053,204,Use of Mobile Phone,09:00-12:00,Wet,Dark - No Street Light,Foggy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1345,2019,Puducherry,Puducherry,Expressway,Pedestrian,11110,23133,2389,Poor Weather Visibility,15:00-18:00,Flooded,Dark - Street Light On,Misty,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1346,2022,Chhattisgarh,Raipur,Expressway,Bus,11818,25253,1288,Bad Road Condition,06:00-09:00,Wet,Dusk/Dawn,Foggy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1347,2022,Delhi,North Delhi,City Roads,Bicycle,11758,28481,1717,Vehicle Defect,09:00-12:00,Potholed,Dusk/Dawn,Cloudy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1348,2023,Himachal Pradesh,Himachal Pradesh,Expressway,Car/Jeep/Taxi,9321,23108,2212,Vehicle Defect,09:00-12:00,Under Repair,Dusk/Dawn,Rainy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1349,2020,Arunachal Pradesh,Arunachal Pradesh,Other Roads,Auto-Rickshaw,9618,15124,1355,Use of Mobile Phone,12:00-15:00,Wet,Dark - Street Light On,Cloudy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1350,2019,Himachal Pradesh,Himachal Pradesh,Other Roads,Bus,11950,18026,2911,Use of Mobile Phone,12:00-15:00,Wet,Dark - No Street Light,Cloudy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1351,2019,Telangana,Warangal,Other Roads,Car/Jeep/Taxi,7465,17509,2546,Drunk Driving,18:00-21:00,Potholed,Dusk/Dawn,Clear,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1352,2022,West Bengal,Durgapur,Expressway,Pedestrian,9048,21132,2121,Use of Mobile Phone,21:00-24:00,Potholed,Daylight,Cloudy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1353,2022,Meghalaya,Meghalaya,State Highway,Two-Wheeler,4086,5391,1376,Use of Mobile Phone,06:00-09:00,Under Repair,Dark - No Street Light,Cloudy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1354,2022,Ladakh,Ladakh,Other Roads,Two-Wheeler,1328,1397,178,Poor Weather Visibility,00:00-06:00,Under Repair,Dusk/Dawn,Cloudy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1355,2022,Uttar Pradesh,Allahabad,Other Roads,Auto-Rickshaw,7432,14461,1876,Vehicle Defect,21:00-24:00,Flooded,Dark - No Street Light,Foggy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1356,2022,Chandigarh,Chandigarh,City Roads,Car/Jeep/Taxi,6576,15254,364,Poor Weather Visibility,00:00-06:00,Potholed,Dusk/Dawn,Rainy,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1357,2021,Tripura,Tripura,Other Roads,Two-Wheeler,11224,11858,2311,Drunk Driving,21:00-24:00,Dry,Daylight,Misty,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1358,2021,Chandigarh,Chandigarh,National Highway,Auto-Rickshaw,9461,18148,2207,Drunk Driving,12:00-15:00,Flooded,Dark - No Street Light,Clear,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1359,2022,Puducherry,Puducherry,National Highway,Car/Jeep/Taxi,10543,13805,2081,Bad Road Condition,15:00-18:00,Flooded,Dark - No Street Light,Rainy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1360,2020,Manipur,Manipur,State Highway,Pedestrian,4200,9540,933,Use of Mobile Phone,06:00-09:00,Wet,Dark - Street Light On,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1361,2021,Manipur,Manipur,City Roads,Bicycle,9981,15746,1256,Tyre Burst,18:00-21:00,Potholed,Dusk/Dawn,Foggy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1362,2021,Chandigarh,Chandigarh,Other Roads,Truck/Lorry,5650,4866,940,Drunk Driving,09:00-12:00,Flooded,Dark - No Street Light,Misty,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1363,2020,West Bengal,Howrah,National Highway,Pedestrian,6588,12679,1516,Jumping Red Light,06:00-09:00,Wet,Dusk/Dawn,Rainy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1364,2022,Uttarakhand,Uttarakhand,City Roads,Truck/Lorry,9802,17196,2836,Bad Road Condition,21:00-24:00,Flooded,Dusk/Dawn,Foggy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1365,2020,Meghalaya,Meghalaya,State Highway,Auto-Rickshaw,10304,11338,2467,Bad Road Condition,09:00-12:00,Potholed,Daylight,Foggy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1366,2021,Jharkhand,Jharkhand,Other Roads,Truck/Lorry,5107,7455,938,Drunk Driving,09:00-12:00,Under Repair,Dark - No Street Light,Misty,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1367,2021,Nagaland,Nagaland,Expressway,Pedestrian,5160,8504,1147,Wrong Side Driving,21:00-24:00,Potholed,Dusk/Dawn,Cloudy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1368,2023,Madhya Pradesh,Jabalpur,City Roads,Others,881,2135,294,Poor Weather Visibility,12:00-15:00,Flooded,Daylight,Foggy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1369,2021,Nagaland,Nagaland,National Highway,Pedestrian,9886,9210,2668,Poor Weather Visibility,18:00-21:00,Flooded,Dark - No Street Light,Rainy,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1370,2021,Telangana,Warangal,National Highway,Truck/Lorry,8364,8468,849,Poor Weather Visibility,15:00-18:00,Flooded,Dark - Street Light On,Cloudy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1371,2019,Jharkhand,Jharkhand,National Highway,Truck/Lorry,800,1578,140,Poor Weather Visibility,00:00-06:00,Potholed,Dark - Street Light On,Cloudy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1372,2021,Manipur,Manipur,Expressway,Car/Jeep/Taxi,5762,8722,1884,Tyre Burst,00:00-06:00,Under Repair,Dark - Street Light On,Clear,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1373,2021,Goa,Goa,City Roads,Others,6150,10763,1017,Wrong Side Driving,21:00-24:00,Dry,Dark - Street Light On,Misty,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1374,2020,Manipur,Manipur,City Roads,Two-Wheeler,8385,17387,1521,Wrong Side Driving,15:00-18:00,Dry,Daylight,Misty,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1375,2020,Ladakh,Ladakh,Expressway,Two-Wheeler,5488,8650,682,Vehicle Defect,00:00-06:00,Wet,Dusk/Dawn,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1376,2020,Delhi,North Delhi,National Highway,Truck/Lorry,3948,7609,1167,Wrong Side Driving,09:00-12:00,Potholed,Dark - No Street Light,Rainy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1377,2020,Karnataka,Bengaluru,National Highway,Bicycle,6384,11696,1828,Drunk Driving,21:00-24:00,Potholed,Dusk/Dawn,Rainy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1378,2021,Uttarakhand,Uttarakhand,State Highway,Others,1428,3230,319,Drunk Driving,00:00-06:00,Flooded,Dark - No Street Light,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1379,2019,Delhi,Central Delhi,National Highway,Car/Jeep/Taxi,8877,18312,1653,Drunk Driving,21:00-24:00,Under Repair,Dark - Street Light On,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1380,2020,Tripura,Tripura,State Highway,Auto-Rickshaw,5695,11013,1696,Bad Road Condition,06:00-09:00,Under Repair,Dark - No Street Light,Rainy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1381,2019,Sikkim,Sikkim,City Roads,Others,11123,23751,3420,Poor Weather Visibility,12:00-15:00,Wet,Daylight,Clear,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1382,2019,Meghalaya,Meghalaya,State Highway,Bicycle,9409,21895,1649,Over Speeding,00:00-06:00,Flooded,Daylight,Cloudy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1383,2020,Maharashtra,Aurangabad,Other Roads,Car/Jeep/Taxi,8714,20391,2612,Wrong Side Driving,18:00-21:00,Under Repair,Dusk/Dawn,Clear,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
1384,2020,Puducherry,Puducherry,Other Roads,Others,6790,15216,1224,Over Speeding,21:00-24:00,Wet,Dusk/Dawn,Rainy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
1385,2020,Punjab,Ludhiana,City Roads,Pedestrian,7878,16030,2659,Over Speeding,21:00-24:00,Potholed,Dusk/Dawn,Rainy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1386,2023,Telangana,Karimnagar,Other Roads,Others,1353,3150,110,Poor Weather Visibility,00:00-06:00,Flooded,Dark - No Street Light,Rainy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1387,2022,Kerala,Thrissur,State Highway,Bicycle,333,380,41,Tyre Burst,12:00-15:00,Flooded,Dusk/Dawn,Clear,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1388,2019,Uttar Pradesh,Agra,National Highway,Others,167,224,8,Bad Road Condition,06:00-09:00,Flooded,Dark - Street Light On,Rainy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1389,2021,Rajasthan,Kota,State Highway,Others,10259,13425,2807,Bad Road Condition,12:00-15:00,Wet,Dusk/Dawn,Rainy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1390,2021,Puducherry,Puducherry,Other Roads,Others,7417,11723,1276,Poor Weather Visibility,21:00-24:00,Wet,Dark - Street Light On,Clear,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1391,2021,Maharashtra,Mumbai,Other Roads,Two-Wheeler,723,692,130,Fatigue/Sleep,21:00-24:00,Potholed,Dusk/Dawn,Rainy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1392,2020,Rajasthan,Jaipur,National Highway,Auto-Rickshaw,141,262,31,Over Speeding,21:00-24:00,Wet,Daylight,Misty,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1393,2019,West Bengal,Durgapur,National Highway,Auto-Rickshaw,4931,10878,371,Improper Lane Changing,21:00-24:00,Potholed,Dark - No Street Light,Cloudy,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1394,2023,Gujarat,Ahmedabad,Other Roads,Pedestrian,7611,6372,623,Vehicle Defect,09:00-12:00,Under Repair,Daylight,Rainy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1395,2021,Assam,Dibrugarh,Expressway,Truck/Lorry,6214,15340,1657,Jumping Red Light,00:00-06:00,Potholed,Dark - No Street Light,Cloudy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1396,2021,Andhra Pradesh,Tirupati,State Highway,Pedestrian,1434,1429,213,Jumping Red Light,21:00-24:00,Under Repair,Dark - Street Light On,Misty,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1397,2019,Odisha,Rourkela,State Highway,Bicycle,7065,7020,833,Vehicle Defect,06:00-09:00,Flooded,Dark - Street Light On,Foggy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1398,2021,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Other Roads,Bicycle,4252,4885,1425,Fatigue/Sleep,21:00-24:00,Wet,Daylight,Foggy,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1399,2021,Madhya Pradesh,Indore,City Roads,Others,1597,2662,139,Tyre Burst,09:00-12:00,Potholed,Daylight,Cloudy,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1400,2020,Daman & Diu,Daman & Diu,City Roads,Auto-Rickshaw,11023,10698,3585,Fatigue/Sleep,15:00-18:00,Wet,Dusk/Dawn,Misty,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1401,2022,Assam,Guwahati,Expressway,Auto-Rickshaw,7258,17893,1881,Bad Road Condition,12:00-15:00,Potholed,Dark - Street Light On,Rainy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
1402,2022,Tripura,Tripura,State Highway,Two-Wheeler,3465,3461,216,Improper Lane Changing,06:00-09:00,Flooded,Dark - Street Light On,Foggy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1403,2019,Madhya Pradesh,Gwalior,Other Roads,Car/Jeep/Taxi,5364,8872,623,Over Speeding,18:00-21:00,Flooded,Dark - No Street Light,Misty,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1404,2019,Daman & Diu,Daman & Diu,National Highway,Others,1207,2539,216,Improper Lane Changing,12:00-15:00,Flooded,Dusk/Dawn,Foggy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1405,2021,Chhattisgarh,Bilaspur,City Roads,Car/Jeep/Taxi,11101,14092,3130,Vehicle Defect,06:00-09:00,Potholed,Daylight,Cloudy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1406,2021,Delhi,East Delhi,National Highway,Two-Wheeler,999,1184,170,Tyre Burst,09:00-12:00,Potholed,Daylight,Misty,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1407,2020,Gujarat,Ahmedabad,City Roads,Others,1522,2181,520,Vehicle Defect,21:00-24:00,Under Repair,Dark - No Street Light,Clear,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
1408,2022,West Bengal,Howrah,Expressway,Car/Jeep/Taxi,7601,11490,2392,Drunk Driving,15:00-18:00,Dry,Dark - No Street Light,Misty,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1409,2019,Uttarakhand,Uttarakhand,Expressway,Auto-Rickshaw,7014,13069,2189,Fatigue/Sleep,00:00-06:00,Wet,Dark - Street Light On,Clear,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1410,2021,Lakshadweep,Lakshadweep,City Roads,Pedestrian,3058,6946,545,Use of Mobile Phone,12:00-15:00,Under Repair,Dusk/Dawn,Cloudy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1411,2019,Tripura,Tripura,Other Roads,Others,6076,13266,333,Improper Lane Changing,15:00-18:00,Dry,Dark - No Street Light,Cloudy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1412,2020,Delhi,North Delhi,National Highway,Car/Jeep/Taxi,792,781,265,Wrong Side Driving,09:00-12:00,Flooded,Dark - No Street Light,Rainy,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1413,2020,Goa,Goa,Other Roads,Others,2052,1700,326,Poor Weather Visibility,12:00-15:00,Potholed,Dark - No Street Light,Foggy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1414,2020,Maharashtra,Nagpur,Expressway,Truck/Lorry,7677,13673,1236,Jumping Red Light,15:00-18:00,Flooded,Dark - No Street Light,Misty,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1415,2023,Nagaland,Nagaland,National Highway,Pedestrian,3832,5963,312,Jumping Red Light,12:00-15:00,Potholed,Dusk/Dawn,Misty,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1416,2023,Haryana,Gurgaon,Other Roads,Bus,2654,2622,923,Improper Lane Changing,18:00-21:00,Under Repair,Dusk/Dawn,Rainy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1417,2023,Meghalaya,Meghalaya,Expressway,Car/Jeep/Taxi,7946,14584,2749,Bad Road Condition,00:00-06:00,Under Repair,Daylight,Foggy,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1418,2022,Gujarat,Surat,Other Roads,Truck/Lorry,8579,20446,1481,Drunk Driving,00:00-06:00,Flooded,Dark - No Street Light,Foggy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1419,2020,Lakshadweep,Lakshadweep,Other Roads,Others,2554,2107,250,Improper Lane Changing,18:00-21:00,Potholed,Dusk/Dawn,Foggy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1420,2022,Lakshadweep,Lakshadweep,National Highway,Bus,719,765,161,Vehicle Defect,18:00-21:00,Wet,Daylight,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1421,2019,Dadra & Nagar Haveli,Dadra & Nagar Haveli,State Highway,Car/Jeep/Taxi,3401,6060,638,Wrong Side Driving,15:00-18:00,Flooded,Dusk/Dawn,Rainy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1422,2019,Meghalaya,Meghalaya,State Highway,Bus,10462,25314,3365,Fatigue/Sleep,15:00-18:00,Wet,Daylight,Cloudy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1423,2021,Goa,Goa,National Highway,Truck/Lorry,123,211,27,Jumping Red Light,18:00-21:00,Wet,Dark - Street Light On,Clear,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
1424,2021,Tripura,Tripura,City Roads,Two-Wheeler,5313,9572,775,Bad Road Condition,18:00-21:00,Dry,Dark - No Street Light,Rainy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1425,2019,Uttar Pradesh,Noida,National Highway,Bicycle,4156,7471,573,Wrong Side Driving,15:00-18:00,Under Repair,Dark - No Street Light,Clear,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1426,2021,Tripura,Tripura,City Roads,Car/Jeep/Taxi,4669,3992,1255,Drunk Driving,15:00-18:00,Wet,Dark - Street Light On,Foggy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1427,2021,Uttar Pradesh,Agra,National Highway,Car/Jeep/Taxi,7242,13330,1906,Jumping Red Light,12:00-15:00,Under Repair,Dusk/Dawn,Cloudy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1428,2021,Lakshadweep,Lakshadweep,State Highway,Car/Jeep/Taxi,5675,8639,1781,Wrong Side Driving,15:00-18:00,Flooded,Dusk/Dawn,Clear,Grievous Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1429,2019,Himachal Pradesh,Himachal Pradesh,Other Roads,Car/Jeep/Taxi,645,949,202,Use of Mobile Phone,00:00-06:00,Flooded,Dark - Street Light On,Foggy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1430,2023,Goa,Goa,National Highway,Two-Wheeler,5312,9987,1251,Bad Road Condition,00:00-06:00,Under Repair,Dark - Street Light On,Clear,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
1431,2021,Arunachal Pradesh,Arunachal Pradesh,National Highway,Truck/Lorry,9037,15889,2965,Fatigue/Sleep,00:00-06:00,Wet,Dark - No Street Light,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
1432,2023,Kerala,Thiruvananthapuram,City Roads,Others,3199,7334,311,Drunk Driving,06:00-09:00,Potholed,Dusk/Dawn,Misty,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
1433,2019,Odisha,Rourkela,City Roads,Car/Jeep/Taxi,6061,14345,519,Poor Weather Visibility,00:00-06:00,Dry,Dark - Street Light On,Misty,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
1434,2021,Odisha,Cuttack,National Highway,Pedestrian,2755,2305,186,Bad Road Condition,06:00-09:00,Dry,Dark - No Street Light,Rainy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
